Postcode,Economy,Premium
DE1 0AA,80,90
DE1 0AB,80,90
DE1 0AD,80,90
DE1 0AE,80,90
DE1 0AF,80,90
DE1 0AG,80,90
DE1 0AH,80,90
DE1 0AJ,80,90
DE1 0AL,80,90
DE1 0AN,80,90
DE1 0AP,80,90
DE1 0AQ,80,90
DE1 0AR,80,90
DE1 0AS,80,90
DE1 0AT,80,90
DE1 0AU,80,90
DE1 0AW,80,90
DE1 0AX,80,90
DE1 0AY,80,90
DE1 0AZ,80,90
DE1 0BA,80,90
DE1 0BB,80,90
DE1 0BD,80,90
DE1 0BE,80,90
DE1 0BF,80,90
DE1 0BG,80,90
DE1 0BH,80,90
DE1 0BJ,80,90
DE1 0BL,80,90
DE1 0BN,80,90
DE1 0BP,80,90
DE1 0BQ,80,90
DE1 0BR,80,90
DE1 0BS,80,90
DE1 0BU,80,90
DE1 0BW,80,90
DE1 0BX,80,90
DE1 0BY,80,90
DE1 0BZ,80,90
DE1 0DA,80,90
DE1 0DB,80,90
DE1 0DD,80,90
DE1 0DE,80,90
DE1 0DF,80,90
DE1 0DG,80,90
DE1 0DH,80,90
DE1 0DJ,80,90
DE1 0DL,80,90
DE1 0DN,80,90
DE1 0DP,80,90
DE1 0DQ,80,90
DE1 0DR,80,90
DE1 0DS,80,90
DE1 0DT,80,90
DE1 0DU,80,90
DE1 0DW,80,90
DE1 0DX,80,90
DE1 0DY,80,90
DE1 0DZ,80,90
DE1 0EA,80,90
DE1 0EB,80,90
DE1 0ED,80,90
DE1 0EE,80,90
DE1 0EF,80,90
DE1 0EG,80,90
DE1 0EH,80,90
DE1 0EJ,80,90
DE1 0EL,80,90
DE1 0EN,80,90
DE1 0EP,80,90
DE1 0EQ,80,90
DE1 0ER,80,90
DE1 0ES,80,90
DE1 0ET,80,90
DE1 0EU,80,90
DE1 0EW,80,90
DE1 0EX,80,90
DE1 0EY,80,90
DE1 0EZ,80,90
DE1 0FA,80,90
DE1 0FB,80,90
DE1 0FD,80,90
DE1 0FE,80,90
DE1 0FF,80,90
DE1 0FG,80,90
DE1 0FH,80,90
DE1 0FJ,80,90
DE1 0FL,80,90
DE1 0FN,80,90
DE1 0FP,80,90
DE1 0FQ,80,90
DE1 0FR,80,90
DE1 0FS,80,90
DE1 0FU,80,90
DE1 0FW,80,90
DE1 0FX,80,90
DE1 0FY,80,90
DE1 0FZ,80,90
DE1 0GA,80,90
DE1 0GB,80,90
DE1 0GD,80,90
DE1 0GE,80,90
DE1 0GF,80,90
DE1 0GG,80,90
DE1 0GH,80,90
DE1 0GJ,80,90
DE1 0GL,80,90
DE1 0GN,80,90
DE1 0GP,80,90
DE1 0GQ,80,90
DE1 0GR,80,90
DE1 0GS,80,90
DE1 0GT,80,90
DE1 0GU,80,90
DE1 0GW,80,90
DE1 0GX,80,90
DE1 0GY,80,90
DE1 0GZ,80,90
DE1 0HA,80,90
DE1 0HB,80,90
DE1 0HD,80,90
DE1 0HE,80,90
DE1 0HF,80,90
DE1 0HG,80,90
DE1 0HH,80,90
DE1 0HJ,80,90
DE1 0HL,80,90
DE1 0HN,80,90
DE1 0HP,80,90
DE1 0HQ,80,90
DE1 0HR,80,90
DE1 0HS,80,90
DE1 0HT,80,90
DE1 0HU,80,90
DE1 0HW,80,90
DE1 0HX,80,90
DE1 0HY,80,90
DE1 0HZ,80,90
DE1 0JA,80,90
DE1 0JB,80,90
DE1 0JD,80,90
DE1 0JE,80,90
DE1 0JF,80,90
DE1 0JG,80,90
DE1 0JH,80,90
DE1 0JJ,80,90
DE1 0JL,80,90
DE1 0JN,80,90
DE1 0JP,80,90
DE1 0JQ,80,90
DE1 0JR,80,90
DE1 0JS,80,90
DE1 0JT,80,90
DE1 0JU,80,90
DE1 0JW,80,90
DE1 0JX,80,90
DE1 0JY,80,90
DE1 0JZ,80,90
DE1 0LA,80,90
DE1 0LB,80,90
DE1 0LD,80,90
DE1 0LE,80,90
DE1 0LF,80,90
DE1 0LG,80,90
DE1 0LH,80,90
DE1 0LJ,80,90
DE1 0LL,80,90
DE1 0LN,80,90
DE1 0LP,80,90
DE1 0LQ,80,90
DE1 0LR,80,90
DE1 0LS,80,90
DE1 0LT,80,90
DE1 0LU,80,90
DE1 0LW,80,90
DE1 0LX,80,90
DE1 0LY,80,90
DE1 0LZ,80,90
DE1 0NA,80,90
DE1 0NB,80,90
DE1 0ND,80,90
DE1 0NE,80,90
DE1 0NF,80,90
DE1 0NG,80,90
DE1 0NH,80,90
DE1 0NJ,80,90
DE1 0NL,80,90
DE1 0NN,80,90
DE1 0NP,80,90
DE1 0NQ,80,90
DE1 0NR,80,90
DE1 0NS,80,90
DE1 0NT,80,90
DE1 0NU,80,90
DE1 0NW,80,90
DE1 0NX,80,90
DE1 0NY,80,90
DE1 0NZ,80,90
DE1 0PA,80,90
DE1 0PB,80,90
DE1 0PD,80,90
DE1 0PE,80,90
DE1 0PF,80,90
DE1 0PG,80,90
DE1 0PH,80,90
DE1 0PJ,80,90
DE1 0PL,80,90
DE1 0PN,80,90
DE1 0PP,80,90
DE1 0PQ,80,90
DE1 0PR,80,90
DE1 0PS,80,90
DE1 0PT,80,90
DE1 0PU,80,90
DE1 0PW,80,90
DE1 0PX,80,90
DE1 0PY,80,90
DE1 0PZ,80,90
DE1 0QA,80,90
DE1 0QB,80,90
DE1 0QD,80,90
DE1 0QE,80,90
DE1 0QF,80,90
DE1 0QG,80,90
DE1 0QH,80,90
DE1 0QJ,80,90
DE1 0QL,80,90
DE1 0QN,80,90
DE1 0QP,80,90
DE1 0QQ,80,90
DE1 0QR,80,90
DE1 0QS,80,90
DE1 0QT,80,90
DE1 0QU,80,90
DE1 0QW,80,90
DE1 0QX,80,90
DE1 0QY,80,90
DE1 0QZ,80,90
DE1 0RA,80,90
DE1 0RB,80,90
DE1 0RD,80,90
DE1 0RE,80,90
DE1 0RF,80,90
DE1 0RG,80,90
DE1 0RH,80,90
DE1 0RJ,80,90
DE1 0RL,80,90
DE1 0RN,80,90
DE1 0RP,80,90
DE1 0RQ,80,90
DE1 0RR,80,90
DE1 0RS,80,90
DE1 0RT,80,90
DE1 0RU,80,90
DE1 0RW,80,90
DE1 0RX,80,90
DE1 0RY,80,90
DE1 0RZ,80,90
DE1 0SA,80,90
DE1 0SB,80,90
DE1 0SD,80,90
DE1 0SE,80,90
DE1 0SF,80,90
DE1 0SG,80,90
DE1 0SH,80,90
DE1 0SJ,80,90
DE1 0SL,80,90
DE1 0SN,80,90
DE1 0SP,80,90
DE1 0SQ,80,90
DE1 0SR,80,90
DE1 0SS,80,90
DE1 0ST,80,90
DE1 0SU,80,90
DE1 0SW,80,90
DE1 0SX,80,90
DE1 0SZ,80,90
DE1 0TA,80,90
DE1 0TB,80,90
DE1 0TD,80,90
DE1 0TE,80,90
DE1 0TF,80,90
DE1 0TG,80,90
DE1 0TH,80,90
DE1 0TJ,80,90
DE1 0TL,80,90
DE1 0TN,80,90
DE1 0TP,80,90
DE1 0TQ,80,90
DE1 0TR,80,90
DE1 0TS,80,90
DE1 0TT,80,90
DE1 0TU,80,90
DE1 0TW,80,90
DE1 0TX,80,90
DE1 0TY,80,90
DE1 0TZ,80,90
DE1 0UA,80,90
DE1 0UB,80,90
